Entry Time,Expiry Time,Asset,Direction,Timeframe,Result,Stake,Payout %,P/L,Confidence,Provider
2026-07-20 11:09:00,2026-07-20 11:12:00,XAU/USD,BUY,M3,win,20.00,0.73,14.60,0.79,Daily Binary Club
2026-07-20 16:27:00,2026-07-20 16:28:00,AUD/USD,BUY,M1,win,20.00,0.76,15.20,0.62,AlphaPips Room
2026-07-20 17:24:00,2026-07-20 17:29:00,GBP/USD,BUY,M5,loss,25.00,0.83,-25.00,0.61,Daily Binary Club
2026-07-20 18:03:00,2026-07-20 19:03:00,EUR/USD,SELL,H1,loss,20.00,0.80,-20.00,0.58,Daily Binary Club
2026-07-20 19:21:00,2026-07-20 19:24:00,BTC/USD,BUY,M3,loss,20.00,0.69,-20.00,0.70,Manual — own analysis
2026-07-20 19:44:00,2026-07-20 19:45:00,EUR/JPY,SELL,M1,win,50.00,0.78,39.00,0.66,Manual — own analysis
2026-07-21 12:28:00,2026-07-21 12:29:00,BTC/USD,BUY,M1,win,20.00,0.69,13.80,0.95,AlphaPips Room
2026-07-21 13:31:00,2026-07-21 13:36:00,AUD/USD,SELL,M5,win,25.00,0.78,19.50,0.67,Manual — own analysis
2026-07-21 15:30:00,2026-07-21 15:35:00,GBP/JPY,BUY,M5,win,10.00,0.79,7.90,0.69,TelegramVIPSignals
2026-07-21 17:32:00,2026-07-21 17:35:00,EUR/USD,BUY,M3,loss,20.00,0.81,-20.00,0.76,Daily Binary Club
2026-07-21 19:54:00,2026-07-21 19:59:00,USD/JPY,SELL,M5,win,5.00,0.83,4.15,0.81,AlphaPips Room
2026-07-22 07:37:00,2026-07-22 07:40:00,EUR/USD,BUY,M3,loss,5.00,0.84,-5.00,0.84,AlphaPips Room
2026-07-22 08:10:00,2026-07-22 08:15:00,EUR/USD OTC,BUY,M5,loss,25.00,0.86,-25.00,0.94,Daily Binary Club
2026-07-22 08:39:00,2026-07-22 08:40:00,EUR/USD OTC,BUY,M1,win,50.00,0.88,44.00,0.65,Manual — own analysis
2026-07-22 10:08:00,2026-07-22 10:13:00,GBP/USD OTC,BUY,M5,win,25.00,0.85,21.25,0.72,QuantEdge Bot
2026-07-22 10:40:00,2026-07-22 10:55:00,GBP/USD,SELL,M15,loss,25.00,0.82,-25.00,0.60,AlphaPips Room
2026-07-22 10:48:00,2026-07-22 10:53:00,EUR/USD,BUY,M5,win,20.00,0.82,16.40,0.73,QuantEdge Bot
2026-07-22 12:34:00,2026-07-22 12:49:00,BTC/USD,SELL,M15,win,50.00,0.68,34.00,0.76,AlphaPips Room
2026-07-22 12:56:00,2026-07-22 12:57:00,USD/JPY,BUY,M1,loss,5.00,0.84,-5.00,0.68,AlphaPips Room
2026-07-22 15:49:00,2026-07-22 16:04:00,EUR/USD OTC,BUY,M15,win,10.00,0.87,8.70,0.77,Daily Binary Club
2026-07-22 16:29:00,2026-07-22 16:59:00,EUR/USD,SELL,M30,win,25.00,0.82,20.50,0.70,Daily Binary Club
2026-07-22 17:21:00,2026-07-22 17:26:00,USD/JPY,SELL,M5,win,10.00,0.80,8.00,0.93,AlphaPips Room
2026-07-22 17:38:00,2026-07-22 17:43:00,AUD/USD,SELL,M5,loss,20.00,0.75,-20.00,0.67,Manual — own analysis
2026-07-23 07:01:00,2026-07-23 07:06:00,GBP/JPY,SELL,M5,pending,5.00,0.75,,0.72,Manual — own analysis
2026-07-23 08:25:00,2026-07-23 08:40:00,EUR/USD,BUY,M15,pending,50.00,0.81,,0.74,Daily Binary Club
2026-07-23 08:56:00,2026-07-23 09:26:00,GBP/USD,BUY,M30,loss,5.00,0.78,-5.00,0.61,Daily Binary Club
2026-07-23 10:42:00,2026-07-23 10:57:00,GBP/USD OTC,SELL,M15,win,20.00,0.85,17.00,0.85,AlphaPips Room
2026-07-23 11:45:00,2026-07-23 12:00:00,GBP/USD,BUY,M15,loss,50.00,0.79,-50.00,0.73,Manual — own analysis
2026-07-23 14:21:00,2026-07-23 14:22:00,AUD/USD,BUY,M1,pending,5.00,0.79,,0.72,Daily Binary Club
2026-07-23 16:55:00,2026-07-23 16:58:00,GBP/USD,SELL,M3,win,10.00,0.81,8.10,0.86,Daily Binary Club
2026-07-24 07:08:00,2026-07-24 07:13:00,EUR/USD OTC,BUY,M5,win,10.00,0.84,8.40,0.89,Manual — own analysis
2026-07-24 08:13:00,2026-07-24 08:14:00,GBP/USD,SELL,M1,win,20.00,0.80,16.00,0.63,QuantEdge Bot
2026-07-24 09:48:00,2026-07-24 10:03:00,EUR/USD,SELL,M15,loss,10.00,0.80,-10.00,0.74,QuantEdge Bot
2026-07-24 14:56:00,2026-07-24 15:01:00,GBP/USD,BUY,M5,pending,50.00,0.80,,0.56,Daily Binary Club
2026-07-24 16:02:00,2026-07-24 16:05:00,USD/JPY,BUY,M3,loss,20.00,0.82,-20.00,0.77,Manual — own analysis
2026-07-24 17:31:00,2026-07-24 17:36:00,EUR/USD OTC,SELL,M5,pending,5.00,0.87,,0.57,Manual — own analysis
2026-07-24 18:30:00,2026-07-24 18:33:00,AUD/USD,BUY,M3,loss,25.00,0.79,-25.00,0.81,TelegramVIPSignals
2026-07-25 09:00:00,,GBP/USD,BUY,,pending,10.00,0.80,,0.70,QuantEdge Bot
